"precinct","office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","magnitude","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","date","readme_check"
"4-N","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",258,"SEBASTIAN","05131","SEBASTIAN","05131","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"4-N","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",355,"SEBASTIAN","05131","SEBASTIAN","05131","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"40 - OAK GROVE TWP","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",1017,"LONOKE","05085","LONOKE","05085","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"40 - OAK GROVE TWP","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",1003,"LONOKE","05085","LONOKE","05085","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"40 2D","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",603,"FAULKNER","05045","FAULKNER","05045","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"40 2D","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",751,"FAULKNER","05045","FAULKNER","05045","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"403","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",49,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"403","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",58,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"404","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",22,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"404","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",36,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"405","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",45,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"405","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",71,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"406","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",155,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"406","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",263,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"407","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",70,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"407","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",96,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"408","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",113,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"408","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",199,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"409","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",28,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"409","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",72,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"41 - PETTUS TWP","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",19,"LONOKE","05085","LONOKE","05085","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"41 - PETTUS TWP","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",34,"LONOKE","05085","LONOKE","05085","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"41 1C-N","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",210,"FAULKNER","05045","FAULKNER","05045","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"41 1C-N","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",408,"FAULKNER","05045","FAULKNER","05045","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"410","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",24,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"410","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",26,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"412","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",1,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"412","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",0,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"414","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",0,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"414","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",0,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"415","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",7,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"415","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",22,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"416","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",87,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"416","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",159,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"417","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",0,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"417","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",0,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"419","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",3,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"419","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",13,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"42 - PRAIRIE TWP.","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",90,"LONOKE","05085","LONOKE","05085","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"42 - PRAIRIE TWP.","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",140,"LONOKE","05085","LONOKE","05085","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"42 1C-S","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",680,"FAULKNER","05045","FAULKNER","05045","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"42 1C-S","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",793,"FAULKNER","05045","FAULKNER","05045","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"420","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",36,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"420","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",53,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"421","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",14,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"421","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",34,"JEFFERSON","05069","JEFFERSON","05069","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"422","ISSUE NO. 1: AN AMENDMENT TO THE ARKANSAS CONSTITUTION CONTINUING A ONE-HALF PERCENT (0.5%) SALES AND USE TAX FOR STATE HIGHWAYS AND BRIDGES; COUNTY ROADS, BRIDGES AND OTHER SURFACE TRANSPORTATION AFTER THE RETIREMENT OF THE BONDS AUTHORIZED IN ARKANSAS CONSTITUTION, AMENDMENT 91","","","TOTAL",43,"JEFFERSON","05069","JEFFERSON","05069","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
